artists,genres
Leo Valdez,['classic opm']
Leó Weiner,[]
Leo-D,"['corrido', 'norteno', 'regional mexican']"
Leo's Sunshipp,[]
Leoesco,[]
LÉON,"['modern blues', 'soul']"
Leon Bolier,"['dutch trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Leon Bridges,"['modern blues', 'soul']"
Leon Claw,[]
Leon Fleisher,"['american classical piano', 'classical performance', 'classical piano']"
León Gieco,"['argentine rock', 'cantautor', 'folklore argentino', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']"
Leon Haywood,"['classic soul', 'funk', 'post-disco']"
Leon Hill,[]
Leon Kage,[]
Leon Lai,"['c-pop', 'cantopop', 'classic cantopop']"
León Larregui,"['latin alternative', 'latin rock', 'rock en espanol']"
Leon Louder,[]
Leon Paul Fargue,[]
Léon Raiter,[]
Leon Rausch,[]
Leon Redbone,['jazz violin']
Leon Russell,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'piano rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock', 'traditional folk']"
Leon Silveras,[]
Leon Spierer,[]
Leon Thomas III,[]
Leon Ware,"['classic soul', 'disco', 'jazz funk', 'post-disco']"
Leona Lewis,"['british soul', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'urban contemporary']"
Leonard Bernstein,"['american modern classical', 'classical', 'classical performance', 'orchestral performance']"
Leonard Cohen,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
Leonard Frey,[]
Leonard Friedman,[]
Leonard John Crofoot,[]
Leonard Kern,[]
Leonard Pennario,['american classical piano']
Leonard Rose,['classic soundtrack']
Leonard Rosenman,['classic soundtrack']
Leonard Sharrow,[]
Leonard Slatkin,['orchestral performance']
Leonard Stanton Jefferies,[]
Leonard Tan,[]
Leonard Warren,"['classical baritone', 'opera']"
Leonard Weir,[]
Leonardo Bortolotto,['sunset lounge']
Leonardo Favio,"['bolero', 'cancion melodica', 'cantautor', 'latin pop', 'pop romantico', 'ranchera']"
Leonardo Gonnelli,['italian tech house']
Leonardo La Mark,[]
Leonardo Makno,[]
Leonardo Paniagua,"['bachata', 'latin', 'merengue']"
Leonardopianobar,[]
Leone Magiera,[]
Leonel Power,"['early music', 'english renaissance', 'renaissance']"
Leoni,"['corridos tumbados', 'nuevo regional mexicano']"
Leonid Grin,[]
Leonid Hambro,[]
Leonidas Smirnios,[]
Leonie Rysanek,"['classical soprano', 'opera']"
Leontina Niga,[]
Leontyne Price,"['classical soprano', 'opera', 'spirituals']"
Leopold Godowsky,"['polish classical', 'post-romantic era']"
Leopold Mozart,"['classical era', 'galante era']"
Leopold Reichwein,[]
Leopold Simoneau,['classical tenor']
Leopold Stokowski,['orchestral performance']
Leopold Weninger,[]
Leopoldo Federico y su Orquesta,[]
Leoš Janáček,"['czech classical', 'early modern classical', 'post-romantic era']"
Leppe Sundevall,['disney svenska']
LeRoux,[]
Leroy Anderson,"['american modern classical', 'easy listening', 'space age pop']"
Leroy Carr,"['barrelhouse piano', 'blues', 'boogie-woogie', 'piano blues', 'traditional blues']"
Leroy Hutson,"['chicago soul', 'classic soul', 'jazz funk', 'post-disco', 'soul', 'southern soul']"
Leroy Lovitt,[]
Leroy Smart,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']"
Leroy Van Dyke,"['classic country pop', 'nashville sound']"
Leroy Williams,[]
Les & Larry Elgart,"['big band', 'easy listening', 'space age pop']"
Les baigneurs,[]
Les Baxter,"['adult standards', 'easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']"
Les Brown,"['big band', 'swing']"
Les Brown & His Band Of Renown,"['big band', 'swing']"
Les Brown & His Orchestra,['big band']
"Les Brown, Jr.",[]
Les Chats Sauvages,[]
Les Claypool And The Holy Mackerel,['funk metal']
Les Dudek,['southern rock']
Les Elgart,"['big band', 'easy listening', 'space age pop']"
LES ESCROCS,[]
Les Ladd,[]
Les McCann,"['jazz funk', 'jazz piano', 'soul jazz']"
Les McCann Ltd.,[]
Les Misérables - 10th Anniversary Concert Cast,['west end']
Les Misérables Cast,"['hollywood', 'show tunes']"
Les Misérables-Original London Cast,['show tunes']
Les Musiciens de l'Orchestre de l'Opéra de Paris-Bastille,[]
Les Nubians,['neo soul']
Les Paul,['space age pop']
Les Paul & Mary Ford,[]
Les Rita Mitsouko,"['chanson', 'french pop', 'french rock']"
Les Savy Fav,"['dance-punk', 'experimental rock', 'indie rock', 'post-hardcore', 'rhode island indie']"
Les Schmitz,[]
Les Troubadours Du Roi Baudouin,[]
Les Ya Toupas Du Zaire,['cumbia funk']
Lesiman,"['italian library music', 'vintage italian soundtrack']"
Lesle Kulbach,[]
Lesley Gore,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']"
Leslie Bricusse,['broadway']
Leslie Caron,['vintage hollywood']
Leslie Cheung,"['c-pop', 'cantopop', 'classic cantopop']"
Leslie Fyson,[]
Leslie Kritzer,"['broadway', 'hollywood', 'show tunes']"
Leslie Odom Jr.,"['broadway', 'show tunes', 'vocal jazz']"
Leslie Parrish,['eurobeat']
Leslie Uggams,['northern soul']
Leslie West,"['blues rock', 'electric blues', 'modern blues']"
Less Than Jake,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
less than seven,[]
Lester Flatt,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'instrumental bluegrass', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
Lester Lanin,['easy listening']
Lester Young,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
Let's Active,"['jangle pop', 'power pop', 'underground power pop']"
Lethal MG,['jumpstyle']
Leti Metcalfe,[]
LeToya,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']"
Letters To Cleo,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']"
Leuteris Melemenlis,[]
Lev Atovmyan,[]
Lev Knipper,['russian modern classical']
Levan,[]
Level 2,[]
Level 42,"['art rock', 'brit funk', 'classic uk pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'sophisti-pop', 'synthpop']"
Level 81,[]
Level-Up,[]
Leven Kali,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul']"
Levert,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
Levi Stubbs,['hollywood']
Levi Weaver,[]
Leviti,[]
Levon Chilingirian,[]
Levon Helm,"['alternative country', 'blues rock', 'country rock', 'folk', 'folk rock', 'jam band', 'new americana', 'rock drums', 'roots rock', 'traditional folk']"
Lew Hahn,[]
Lew Stone,['british dance band']
Lewis Baloue,['ambient pop']
Lewis Capaldi,"['pop', 'uk pop']"
Lewis Cleale,['show tunes']
Lewis D. Edwards,[]
Lewis H. Redner,[]
Lex (Athens),[]
Lex Humphries,[]
Lexie Liu,['chinese electropop']
Leyteris Melemenlis,[]
LFO,['boy band']
Lhasa De Sela,"['afropop', 'world']"
Li Chunlai,[]
Li Kwan,[]
Li Xiangting,"['chinese traditional', 'guzheng']"
Li Zong,[]
Li'l Abner Ensemble,[]
Lia Marie Johnson,['teen pop']
Liam Jacobs,[]
Liam Lynch,['novelty']
Liam O'Flynn,"['celtic', 'irish folk', 'uilleann pipes']"
Liam Payne,"['dance pop', 'pop', 'post-teen pop']"
Liam Wilson,"['tech trance', 'uplifting trance']"
Liana Avogadro,[]
Libana,['neo-pagan']
Libera Borderau,['haitian traditional']
Libera Borderau and Ti Yogan,['haitian traditional']
Liberace,"['adult standards', 'easy listening']"
Liberación,"['grupera', 'gruperas inmortales', 'ranchera', 'regional mexican', 'tejano']"
Liberation Zulu,[]
Libero Bovio,[]
Libero De Luca,[]
Library Tapes,"['ambient', 'compositional ambient', 'drift', 'drone', 'neo-classical']"
Licia Rossini,[]
Licious K,[]
Lidia Borba,[]
Lidia Desmond,[]
Lidia Likiardopoulou,[]
Lidia Martorana con Orchestra Pippo Barzizza,[]
Lidia Martorana con Orchestra Rio Rita,[]
Lidija Kaz'mina,[]
Life Of Agony,"['alternative metal', 'hardcore', 'rap rock']"
Life Without Buildings,"['scottish indie', 'scottish rock']"
Lifehouse,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Lifekiss&Hoover,[]
Lifelike,"['filter house', 'nu disco']"
Lifetones,['uk post-punk']
Light IDR,[]
Light Jazz Coffee House,[]
Light Of The World,"['brit funk', 'post-disco']"
Light Year,['destroy techno']
Light Years,['anthem emo']
Light Years Away,[]
LightControl,[]
Lighter Shade Of Brown,"['chicano rap', 'gangster rap', 'latin hip hop']"
lighthouse,[]
Lighthouse All Stars,[]
Lighthouse Family,"['europop', 'pop rock']"
"Lighting, Thunderstorms & Rain Storm Sounds","['environmental', 'sleep']"
Lightnin' Hopkins,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'texas blues', 'traditional blues', 'traditional folk']"
"Lightning, Thunder and Rain Storm","['environmental', 'sleep']"
Lights,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
Lijadu Sisters,"['afrobeat', 'afropop']"
Lika Morgan,"['deep groove house', 'deep tropical house', 'edm', 'house', 'pop dance', 'pop edm', 'tropical house']"
Like Lovers,['german indie pop']
Lil 2z,['dfw rap']
lil aaron,"['emo rap', 'glitchcore', 'pop rap']"
Lil B,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Lil Bing,[]
Lil Boodang,"['dark trap', 'phonk']"
Lil Darkie,"['meme rap', 'viral rap']"
Lil Dicky,"['comedy rap', 'pop rap', 'rap']"
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
Lil Eazzyy,['chicago rap']
Lil Ed & The Blues Imperials,"['electric blues', 'modern blues']"
Lil Elt,[]
Lil Ghostface,[]
Lil Greenwood,[]
Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']"
Lil Jon & The East Side Boyz,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Lil Kapow,['meme rap']
Lil Keed,"['hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
Lil Keke,"['chopped and screwed', 'crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'southern hip hop', 'trap']"
Lil Loaded,['dfw rap']
Lil Los,"['cincinnati rap', 'melodic rap']"
Lil Mama,"['hip pop', 'pop rap', 'trap queen']"
Lil Mosey,"['melodic rap', 'rap conscient', 'trap', 'vapor trap']"
Lil Nas X,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']"
Lil Peep,"['emo rap', 'lgbtq+ hip hop']"
Lil Phat,"['baton rouge rap', 'deep southern trap', 'dirty south rap', 'trap']"
Lil Pump,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap']"
Lil Razke,[]
Lil Reese,"['chicago drill', 'chicago rap', 'drill', 'trap']"
Lil Rob,"['chicano rap', 'g funk', 'gangster rap', 'latin hip hop', 'san diego rap']"
Lil Ronny Motha F,['dfw rap']
Lil Ru,"['atl hip hop', 'dirty south rap', 'pop rap', 'south carolina hip hop', 'southern hip hop', 'trap']"
Lil Scrappy,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'wrestling']"
Lil Sick,['chicano rap']
Lil Skies,"['melodic rap', 'pop rap', 'rap', 'trap']"
Lil Sko,[]
Lil So-Ya,[]
Lil Suave,[]
Lil Suzy,['freestyle']
Lil Tecca,"['melodic rap', 'rap', 'trap']"
Lil Tijuana,[]
Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Lil Tracy,"['emo rap', 'glitchcore', 'melodic rap', 'underground hip hop', 'vapor trap']"
Lil Uno,"['chicano rap', 'latin hip hop', 'texas latin rap']"
Lil Uzi Kop,[]
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']"
Lil Villian,[]
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Lil Wil,['indie electropop']
Lil Wyte,"['country rap', 'crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'redneck', 'southern hip hop', 'trap']"
Lil Xan,"['emo rap', 'underground hip hop', 'vapor trap']"
Lil Xxel,['pop r&b']
Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap']"
Lil-malik,[]
Lil' Bob & the Lollipops,[]
Lil' Cease,['nyc rap']
Lil' Dap,[]
Lil' Flip,"['crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'pop rap', 'southern hip hop', 'trap']"
Lil' Gotti,[]
Lil' Kim,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']"
Lil' Mo,"['melodic rap', 'rap conscient', 'trap', 'vapor trap']"
Lil' Troy,"['dirty south rap', 'gangster rap', 'southern hip hop']"
Lil' Will,[]
Lila McCann,"['country', 'country dawn']"
lildeath,[]
Lili & Susie,"['classic swedish pop', 'europop', 'swedish pop']"
Lili K,['neo r&b']
Lili Kraus,"['historic piano performance', 'hungarian classical piano']"
Lilia Salvi,[]
Lilia Silvi,['vintage italian pop']
Lilith Abi,[]
"Lille Per, Ole, Mie o.a.",[]
Lillian Fuchs,"['historic classical performance', 'viola']"
Lillian Hayman,[]
Lillias White,['disney']
Lillie Delk Christian,[]
Lilly Goodman,"['latin christian', 'latin worship']"
Lilly Wood and The Prick,"['french indie pop', 'french rock']"
Lilly's Chapel School (Ala.),[]
Lilo,[]
LiLucifer,[]
Lily,"['dance pop', 'pop', 'pop dance']"
Lily Allen,"['dance pop', 'pop', 'pop dance']"
Lily James,['hollywood']
Lily Potter,[]
Lily Strickland,['american romanticism']
LilyPichu,['otacore']
Limahl,"['new romantic', 'new wave pop', 'synthpop']"
Limbo,['indie pop']
Lime,"['chillhop', 'lo-fi beats']"
Limelight,[]
Limes,"['chillhop', 'lo-fi beats']"
Limi-T 21,['tropical']
Limit X,[]
Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'wrestling']"
Lin-Manuel Miranda,['show tunes']
Lina Järnegard,[]
Lina Pagliughi,['italian soprano']
Lina Termini,['vintage italian pop']
Lincoln,"['indie pop', 'modern indie pop']"
Lincoln University Vocal Ensemble,[]
Lincoln Zinzola,[]
Linda Clifford,"['deep disco', 'disco', 'post-disco']"
Linda Davis,"['country dawn', 'deep contemporary country']"
Linda Dee Shayne,[]
Linda Eder,['show tunes']
Linda Gardner,[]
Linda Hart,[]
Linda Hunt,['movie tunes']
Linda Jones,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'souldies', 'southern soul']"
Linda Lewis,[]
Linda Lyndell,['memphis soul']
Linda Martell,['swamp rock']
Linda McCartney,['classic uk pop']
Linda Perhacs,"['art pop', 'freak folk', 'psychedelic folk']"
Linda Ronstadt,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
Linda Talcott,[]
Lindisfarne,"['british folk', 'celtic rock', 'classic uk pop', 'folk rock']"
Lindsay Ell,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']"
Lindsay Lohan,"['dance pop', 'post-teen pop']"
Lindsay Mendez,"['broadway', 'show tunes']"
Lindsey Buckingham,"['album rock', 'mellow gold', 'soft rock']"
Lindsey Stamey,[]
Lindsey Stirling,"['bow pop', 'pop violin']"
Lindy Doherty,[]
Line Renaud,"['vintage chanson', 'ye ye']"
Linemoon,[]
Link Wray,"['cosmic american', 'funk', 'native american', 'punk blues', 'rock-and-roll', 'rockabilly', 'surf music']"
Link Wray & The Wraymen,['surf music']
Linked Horizon,"['anime', 'anime latino', 'otacore']"
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Linn Brown,[]
Linnea Schossow,[]
Linney,['indie poptimism']
Lino Patruno,[]
Linos Ensemble,['chamber ensemble']
Linton Kwesi Johnson,"['dub', 'dub poetry', 'reggae', 'roots reggae', 'ska']"
Linval Thompson,"['dub', 'lovers rock', 'reggae', 'roots reggae', 'uk dub']"
Linzi Hateley,[]
Lio,"['chillstep', 'dubstep', 'edm', 'electro house', 'future bass', 'pop dance', 'pop edm', 'progressive trance']"
Lion,"['chillstep', 'dubstep', 'edm', 'electro house', 'future bass', 'pop dance', 'pop edm', 'progressive trance']"
Lionel Barrymore,[]
Lionel Bart,['broadway']
Lionel Belasco,['calypso']
Lionel Belasco And His Orchestra,[]
Lionel Hampton,"['bebop', 'big band', 'cool jazz', 'jazz', 'stride', 'swing', 'vocal jazz']"
Lionel Hampton and his Sextet,[]
Lionel Hampton Orchestra,[]
Lionel Newman,['classic soundtrack']
Lionel Richie,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']"
Lipesker,[]
Lipps Inc.,"['disco', 'minneapolis sound']"
Liquid Mind,"['ambient', 'atmosphere', 'healing', 'meditation', 'new age', 'sleep']"
Liquid Rainbow,[]
Liquid Soul,"['progressive psytrance', 'psychedelic trance']"
Liquid Tension Experiment,"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']"
Liquido,"['german alternative rock', 'german pop rock']"
Lira Incaica,[]
Liran' Roll,"['rock en espanol', 'rock urbano mexicano']"
Lis Sarroca,[]
LiSA,"['anime', 'anime rock', 'j-pixie', 'j-pop']"
"Lisa ""Left Eye"" Lopes","['hip pop', 'r&b', 'urban contemporary']"
Lisa B,[]
Lisa Beckley,[]
Lisa Beznosiuk,"['classical flute', 'classical performance']"
Lisa Bonita,[]
Lisa Datz,[]
Lisa della Casa,"['classical soprano', 'opera']"
Lisa Ekdahl,"['classic swedish pop', 'swedish jazz', 'swedish pop']"
Lisa Fischer,"['new jack swing', 'quiet storm', 'urban contemporary']"
Lisa Gerrard,"['bow pop', 'ethereal wave', 'neoclassical darkwave', 'oceania soundtrack']"
Lisa Hartman Black,[]
Lisa Kirk,['cabaret']
Lisa Lisa & Cult Jam,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm', 'urban contemporary']"
Lisa Locke,[]
Lisa Loeb,"['lilith', 'new wave pop', 'pop rock', 'singer-songwriter']"
Lisa Loeb & Nine Stories,"['lilith', 'pop rock']"
Lisa Lopez,[]
Lisa Lynne,"['celtic', 'celtic harp', 'healing', 'new age', 'string folk']"
Lisa Otto,['classical soprano']
Lisa Otto/Sesto Bruscantini/Chorus/Philharmonia Orchestra/Herbert von Karajan,[]
Lisa Stansfield,"['british soul', 'dance pop', 'disco', 'new wave pop', 'soft rock']"
Lisahall,[]
Lisandro Adrover,['bandoneon']
Lisandro Meza,"['cumbia', 'folclor colombiano', 'musica andina colombiana', 'musica popular colombiana']"
Lisandro Meza Y Su Conjunto,['cumbia']
Lisette Melendez,['freestyle']
Lissat & Voltaxx,['groove room']
Lissie,['folk-pop']
Liszt Ferenc Kamarazenekar,[]
Lit,"['dance pop', 'girl group', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']"
Lita Ford,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']"
Litany,"['electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indie soul', 'vapor soul']"
Litsa Xarma,[]
Litsa Xarmanta,[]
Little Anthony & The Imperials,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues']"
Little Beaver,"['classic soul', 'funk', 'soul', 'soul jazz']"
